lsoa code (2011),lsoa code (2021),IMD rank,IMD dec,income,employment,EST,health and disability,crime,barriers to housing and services,living environment
E01007879,E01007879,"9,559",3,3,4,4,4,3,7,2
E01007881,E01007881,"4,471",2,2,2,2,2,2,8,5
E01007882,E01007882,"13,758",5,4,4,5,5,5,9,2
E01007883,E01007883,983,1,1,1,1,1,5,2,7
E01007885,E01007885,"1,273",1,1,1,1,1,5,3,7
E01007886,E01007886,"1,541",1,1,1,1,1,5,4,6
E01007887,E01007887,"14,779",5,4,4,5,4,4,8,6
E01007888,E01007888,"25,458",8,9,8,5,6,6,8,7
E01007889,E01007889,"25,743",8,8,8,6,7,8,4,9
E01007890,E01007890,"25,917",8,9,8,6,6,5,9,6
E01007891,E01007891,"23,763",8,9,7,8,6,2,8,7
E01007892,E01007892,"1,715",1,1,1,1,1,2,7,8
E01007893,E01007893,"27,098",9,9,8,7,6,9,6,8
E01007894,E01007894,"15,547",5,6,6,5,3,3,7,5
E01007895,E01007895,"6,010",2,3,2,2,2,4,7,9
E01007896,E01007896,"29,618",10,10,8,7,6,9,10,8
E01007897,E01007897,"26,983",9,8,8,6,5,8,9,9
E01007898,E01007898,"25,555",8,8,7,7,7,4,9,8
E01007899,E01007899,"24,514",8,9,6,7,6,5,9,9
E01007900,E01007900,"8,736",3,3,3,3,2,3,9,8
E01007901,E01007901,"2,645",1,1,1,1,2,3,6,8
E01007902,E01007902,"1,814",1,1,1,1,1,3,5,6
E01007903,E01007903,"9,099",3,2,3,3,3,8,7,5
E01007904,E01007904,962,1,1,1,1,1,2,3,6
E01007905,E01007905,"2,213",1,1,2,1,1,4,3,7
E01007906,E01007906,"4,143",2,1,2,1,2,4,6,4
E01007907,E01007907,"9,719",3,3,4,2,4,6,8,3
E01007908,E01007908,"17,482",6,7,7,5,5,4,5,3
E01007909,E01007909,"15,703",5,6,6,5,5,2,9,3
E01007910,E01007910,"5,120",2,2,2,2,2,1,3,4
E01007911,E01007911,"21,240",7,7,6,6,6,5,7,7
E01007912,E01007912,"14,610",5,5,4,5,5,2,10,6
E01007913,E01007913,"1,272",1,1,1,1,2,5,1,1
E01007914,E01007914,"3,708",2,2,3,1,3,5,7,2
E01007915,E01007915,"31,589",10,10,10,10,8,8,5,9
E01007916,E01007916,"2,147",1,1,1,1,1,2,7,7
E01007917,E01007917,"17,935",6,5,5,7,5,3,7,6
E01007918,E01007918,"25,319",8,7,6,10,7,9,6,8
E01007919,E01007919,"1,993",1,1,1,1,1,3,5,8
E01007920,E01007920,"31,576",10,10,10,10,9,7,4,9
E01007921,E01007921,"26,191",8,8,6,10,6,8,6,7
E01007922,E01007922,"30,709",10,10,10,10,7,8,4,10
E01007923,E01007923,"28,659",9,9,7,9,7,7,8,9
E01007924,E01007924,"14,840",5,3,4,8,3,6,10,6
E01007925,E01007925,"25,306",8,7,6,10,5,9,9,9
E01007926,E01007926,"28,915",9,10,10,10,8,6,3,7
E01007927,E01007927,"32,738",10,10,10,10,9,10,8,9
E01007928,E01007928,"32,441",10,10,10,10,9,9,9,6
E01007929,E01007929,"29,626",10,9,9,10,8,5,10,5
E01007930,E01007930,"32,685",10,10,10,10,8,10,9,9
E01007931,E01007931,"32,432",10,10,9,10,9,10,9,7
E01007932,E01007932,"31,140",10,10,10,10,8,9,5,7
E01007933,E01007933,"31,400",10,10,10,10,8,10,3,9
E01007934,E01007934,"29,939",10,9,8,10,8,5,10,8
E01007935,E01007935,"30,494",10,10,10,9,8,6,10,4
E01007936,E01007936,"30,095",10,10,10,10,7,7,10,4
E01007937,E01007937,"31,235",10,10,10,10,8,7,10,5
E01007938,E01007938,"31,523",10,10,9,10,8,8,10,5
E01007939,E01007939,"31,387",10,10,9,10,9,7,9,7
E01007940,E01007940,"1,460",1,1,1,1,2,2,4,4
E01007941,E01007941,"2,522",1,1,1,1,1,3,6,6
E01007942,E01007942,"3,529",2,2,2,1,3,1,7,3
E01007943,E01007943,619,1,1,1,1,1,2,7,5
E01007944,E01034842,891,1,1,1,1,3,2,5,1
E01007945,E01007945,"2,006",1,1,1,1,2,1,8,6
E01007946,E01007946,"1,576",1,1,1,1,1,1,6,7
E01007947,E01007947,342,1,1,1,1,1,1,4,8
E01007948,E01007948,"1,269",1,1,1,1,1,2,4,7
E01007949,E01007949,"2,461",1,1,2,1,3,1,7,2
E01007950,E01007950,"3,046",1,2,2,1,1,1,7,6
E01007951,E01007951,"28,360",9,8,9,9,7,8,10,4
E01007952,E01007952,"31,992",10,10,9,10,8,9,7,9
E01007953,E01007953,"13,204",5,4,3,10,4,7,3,10
E01007954,E01007954,"31,932",10,10,10,10,8,9,10,6
E01007955,E01007955,"31,268",10,10,9,10,7,10,6,9
E01007956,E01007956,"31,039",10,9,9,10,10,6,7,8
E01007957,E01007957,"32,747",10,10,10,10,9,9,9,10
E01007958,E01007958,"32,701",10,10,10,10,9,10,9,9
E01007959,E01007959,"32,678",10,10,10,10,9,10,9,9
E01007960,E01007960,"29,061",9,9,10,9,7,8,9,4
E01007961,E01007961,"32,097",10,10,10,10,9,7,10,7
E01007962,E01007962,"19,368",6,6,7,8,2,8,8,5
E01007963,E01007963,"6,635",3,3,2,4,2,1,9,7
E01007964,E01007964,"9,928",4,4,3,3,3,2,9,8
E01007965,E01007965,"5,236",2,2,2,2,1,4,5,9
E01007966,E01007966,"9,500",3,4,3,3,2,2,6,7
E01007967,E01007967,"4,931",2,2,2,2,2,2,8,5
E01007968,E01007968,"4,973",2,2,2,1,2,2,7,8
E01007969,E01007969,"6,957",3,3,2,4,1,3,8,8
E01007970,E01007970,270,1,1,1,1,1,1,6,9
E01007971,E01007971,"7,050",3,3,2,3,3,1,8,6
E01007972,E01007972,"20,735",7,9,9,5,5,2,6,6
E01007973,E01007973,"18,500",6,6,5,7,5,3,10,6
E01007974,E01007974,"19,515",6,6,5,6,5,5,7,8
E01007975,E01007975,"3,941",2,2,2,3,1,2,7,3
E01007976,E01007976,"7,012",3,2,3,5,2,1,9,4
E01007977,E01007977,"1,572",1,1,1,2,1,1,6,8
E01007978,E01007978,"12,629",4,4,5,7,4,2,8,2
E01007979,E01007979,290,1,1,1,1,1,1,4,9
E01007980,E01007980,"15,487",5,5,5,8,4,5,10,2
E01007981,E01007981,"18,937",6,7,7,9,5,3,10,2
E01007982,E01007982,"3,821",2,1,1,2,3,1,4,9
E01007983,E01007983,"21,500",7,7,7,8,6,5,9,3
E01007984,E01007984,"29,241",9,10,9,8,8,8,8,5
E01007985,E01007985,"18,746",6,6,6,9,4,7,8,2
E01007986,E01007986,"22,277",7,7,7,7,4,9,10,4
E01007987,E01007987,"25,047",8,8,8,9,5,5,10,4
E01007988,E01007988,"25,273",8,8,8,8,6,4,10,6
E01007989,E01007989,"21,796",7,8,6,8,5,6,10,4
E01007990,E01007990,"14,494",5,4,4,4,3,7,9,7
E01007991,E01007991,"8,477",3,3,2,3,2,4,8,7
E01007992,E01007992,"21,154",7,7,7,8,4,6,10,3
E01007993,E01007993,"9,219",3,3,3,2,3,4,9,6
E01007994,E01007994,"25,556",8,9,9,9,7,4,10,2
E01007995,E01007995,"14,099",5,6,6,6,4,3,10,1
E01007996,E01007996,"15,920",5,6,6,4,3,4,7,5
E01007997,E01007997,"22,865",7,7,6,5,7,6,10,9
E01007998,E01007998,"3,854",2,2,1,2,1,4,8,9
E01007999,E01007999,"22,081",7,7,7,6,5,5,6,8
E01008000,E01008000,"13,173",5,4,5,4,2,4,9,5
E01008001,E01008001,"10,517",4,3,3,3,4,2,10,5
E01008002,E01008002,"20,090",7,7,5,6,5,7,7,8
E01008003,E01008003,"17,478",6,6,6,4,4,4,9,5
E01008004,E01008004,"8,048",3,3,3,2,3,2,7,7
E01008005,E01008005,"14,849",5,5,5,5,3,3,8,6
E01008006,E01008006,"20,900",7,7,6,6,6,3,9,7
E01008007,E01008007,"1,312",1,1,1,1,1,1,4,6
E01008008,E01008008,"3,904",2,2,2,1,2,2,5,6
E01008009,E01008009,"1,327",1,1,1,1,2,2,7,8
E01008010,E01008010,"6,007",2,2,2,1,2,2,9,7
E01008011,E01008011,107,1,1,1,1,1,1,4,8
E01008012,E01008012,"1,857",1,1,1,1,2,1,6,8
E01008013,E01008013,"1,175",1,1,1,1,1,1,7,7
E01008014,E01008014,"5,089",2,1,2,2,1,4,6,5
E01008015,E01008015,"1,162",1,1,1,1,1,2,6,6
E01008016,E01008016,"7,562",3,3,3,2,3,2,7,4
E01008017,E01008017,370,1,1,1,1,1,1,3,7
E01008018,E01008018,"1,126",1,1,1,1,1,1,7,6
E01008019,E01008019,"10,337",4,3,3,2,3,3,9,9
E01008020,E01008020,"17,323",6,7,5,4,4,6,5,8
E01008021,E01008021,"29,175",9,10,9,9,8,7,3,9
E01008022,E01008022,589,1,1,1,1,1,1,6,8
E01008023,E01008023,"28,763",9,10,9,8,8,9,3,9
E01008024,E01008024,"15,100",5,5,4,4,4,4,9,8
E01008025,E01008025,"23,001",8,7,6,6,6,6,10,6
E01008027,E01008027,"7,252",3,2,2,3,2,4,4,8
E01008028,E01008028,"8,346",3,4,3,1,2,4,9,7
E01008029,E01008029,"6,404",2,3,2,1,2,5,4,7
E01008030,E01008030,"16,494",6,4,6,5,3,4,10,7
E01008031,E01008031,"12,355",4,4,3,4,3,3,9,9
E01008032,E01008032,"7,885",3,3,3,2,2,3,9,6
E01008033,E01008033,"17,749",6,6,4,5,3,7,7,9
E01008034,E01008034,"14,351",5,4,4,5,3,6,7,9
E01008035,E01008035,"25,330",8,9,8,8,5,8,4,9
E01008036,E01008036,"28,053",9,10,9,7,5,8,7,7
E01008037,E01008037,"3,124",1,2,1,2,1,1,4,9
E01008038,E01008038,"25,107",8,8,8,5,4,10,6,9
E01008039,E01008039,"21,492",7,8,7,5,4,6,8,8
E01008040,E01008040,"19,728",7,7,5,5,5,8,4,10
E01008041,E01008041,"27,324",9,9,7,8,6,9,5,9
E01008042,E01008042,"14,767",5,4,5,7,5,5,8,2
E01008043,E01008043,"28,373",9,9,9,10,8,5,9,5
E01008044,E01008044,"29,649",10,8,8,9,9,8,9,7
E01008045,E01008045,"14,161",5,4,4,9,5,4,7,2
E01008046,E01008046,"18,508",6,6,6,7,5,7,9,2
E01008047,E01008047,"27,658",9,10,10,10,6,6,9,2
E01008048,E01008048,"26,567",9,9,9,8,5,5,9,4
E01008049,E01008049,"20,875",7,5,7,9,4,4,8,7
E01008050,E01008050,"27,631",9,9,10,9,7,6,10,3
E01008051,E01008051,"13,545",5,4,4,6,3,6,8,2
E01008052,E01008052,"21,652",7,6,7,9,7,6,7,3
E01008053,E01008053,"3,317",2,2,1,2,1,2,7,6
E01008054,E01008054,"2,309",1,1,1,2,1,1,7,5
E01008055,E01008055,"2,546",1,1,1,1,2,1,8,5
E01008056,E01008056,"6,322",2,4,3,1,2,3,7,4
E01008057,E01008057,"2,672",1,1,1,1,2,1,8,4
E01008058,E01008058,"14,130",5,6,4,4,4,3,9,6
E01008059,E01008059,"1,675",1,1,1,1,1,2,7,5
E01008060,E01008060,"1,710",1,1,1,1,2,1,8,5
E01008061,E01008061,"2,236",1,1,1,1,2,1,7,6
E01008062,E01008062,"1,138",1,1,1,1,1,2,5,6
E01008063,E01008063,"5,704",2,3,1,4,1,1,7,5
E01008064,E01008064,"28,618",9,9,10,9,5,8,9,6
E01008065,E01008065,"1,725",1,1,1,1,1,4,5,6
E01008066,E01008066,"26,432",9,9,10,9,5,7,6,4
E01008067,E01008067,"16,159",5,8,9,9,2,2,5,3
E01008068,E01008068,"10,842",4,3,5,3,2,9,5,6
E01008069,E01008069,"29,714",10,10,10,10,6,9,7,4
E01008072,E01008072,"4,714",2,2,2,2,2,2,6,4
E01008073,E01008073,"13,008",4,4,4,6,4,2,6,5
E01008074,E01008074,"28,869",9,10,10,9,5,8,9,3
E01008075,E01008075,"1,161",1,1,1,2,2,1,2,7
E01008076,E01008076,"1,218",1,1,1,1,2,1,7,6
E01008077,E01008077,"5,235",2,2,1,1,3,4,8,7
E01008078,E01008078,"17,180",6,6,4,7,5,3,8,7
E01008079,E01008079,"26,967",9,10,9,9,7,3,6,7
E01008080,E01008080,"13,848",5,4,4,5,5,4,10,5
E01008081,E01008081,"2,226",1,1,1,1,1,1,8,9
E01008082,E01008082,"1,106",1,1,1,1,1,1,8,7
E01008083,E01008083,958,1,1,1,1,1,1,8,8
E01008084,E01008084,648,1,1,1,1,1,1,5,9
E01008085,E01008085,"2,555",1,1,1,1,2,2,6,4
E01008086,E01008086,"2,043",1,1,1,1,2,1,8,6
E01008087,E01008087,"16,784",6,7,6,4,5,2,10,3
E01008088,E01008088,"11,626",4,5,4,4,4,1,9,5
E01008089,E01008089,"5,068",2,2,2,1,2,2,7,8
E01008090,E01008090,728,1,1,1,1,1,1,8,5
E01008091,E01008091,"14,013",5,6,6,4,3,2,9,2
E01008092,E01008092,916,1,1,1,1,1,1,3,7
E01008093,E01008093,"11,767",4,4,4,5,3,2,10,3
E01008094,E01008094,"2,374",1,1,1,1,2,2,7,3
E01008095,E01008095,"7,344",3,3,4,2,2,2,3,5
E01008096,E01008096,"2,235",1,1,1,1,1,1,3,8
E01008097,E01008097,"1,062",1,1,1,1,1,1,6,6
E01008098,E01008098,874,1,1,1,1,1,1,6,4
E01008099,E01008099,"15,509",5,6,6,5,4,4,7,3
E01008100,E01008100,"1,755",1,1,1,1,2,1,7,6
E01008101,E01008101,"3,673",2,2,1,2,1,2,5,6
E01008102,E01008102,509,1,1,1,1,1,1,7,6
E01008103,E01008103,"1,490",1,1,1,1,2,2,6,5
E01008104,E01008104,"18,528",6,6,8,6,5,5,5,3
E01008105,E01008105,"16,427",6,8,10,3,6,3,6,1
E01008107,E01008107,"5,433",2,2,2,2,2,3,5,4
E01008108,E01008108,"9,816",3,4,5,5,4,1,6,1
E01008109,E01008109,"7,254",3,3,4,3,3,2,5,2
E01008111,E01008111,"17,461",6,7,8,9,3,4,4,2
E01008112,E01008112,"5,935",2,2,3,2,3,3,5,2
E01008113,E01008113,"15,280",5,4,6,7,6,2,8,3
E01008114,E01008114,"5,388",2,4,4,3,1,1,4,2
E01008115,E01008115,"10,485",4,6,6,5,1,2,4,5
E01008116,E01008116,629,1,1,1,1,1,1,5,4
E01008117,E01008117,"1,206",1,1,1,1,1,1,7,7
E01008118,E01008118,"1,588",1,1,1,1,1,1,6,5
E01008119,E01008119,489,1,1,1,1,1,1,5,4
E01008122,E01008122,246,1,1,1,1,1,1,5,5
E01008123,E01008123,"1,752",1,1,1,1,1,1,7,4
E01008124,E01008124,164,1,1,1,1,1,1,4,6
E01008125,E01008125,"6,652",3,3,2,1,2,3,7,8
E01008126,E01008126,"29,779",10,9,8,8,6,7,10,9
E01008128,E01008128,"22,461",7,10,10,9,8,4,1,3
E01008129,E01008129,"19,022",6,6,7,8,6,6,3,4
E01008130,E01008130,"24,463",8,7,7,6,6,7,8,8
E01008131,E01008131,"24,686",8,7,6,7,6,6,8,10
E01008132,E01008132,"31,712",10,10,9,9,7,9,10,10
E01008133,E01008133,"21,476",7,6,6,8,4,4,10,8
E01008134,E01008134,"18,846",6,6,5,7,4,4,10,5
E01008135,E01008135,"19,718",7,6,8,7,4,3,9,4
E01008136,E01008136,"12,786",4,4,3,5,4,3,7,8
E01008137,E01008137,"27,656",9,9,9,9,7,4,7,8
E01008138,E01008138,"6,175",2,2,2,3,1,3,6,7
E01008139,E01008139,"13,917",5,5,4,4,4,4,7,6
E01008140,E01008140,"20,233",7,6,5,6,7,9,6,5
E01008141,E01008141,"26,787",9,9,8,9,7,3,9,8
E01008142,E01008142,"11,571",4,4,4,3,4,4,6,4
E01008143,E01008143,"15,088",5,6,5,6,3,4,7,3
E01008144,E01008144,"12,147",4,6,4,5,3,4,10,1
E01008145,E01008145,"5,967",2,2,1,3,2,3,8,9
E01008146,E01008146,"31,375",10,10,10,9,7,8,6,9
E01008147,E01008147,"24,592",8,8,7,9,7,5,3,7
E01008148,E01008148,"8,434",3,3,2,2,3,4,7,9
E01008149,E01008149,"21,725",7,7,7,6,6,5,4,7
E01008150,E01008150,"12,689",4,4,3,5,3,7,8,7
E01008151,E01008151,"20,230",7,7,7,5,5,6,8,2
E01008152,E01008152,"18,921",6,5,5,7,6,4,10,6
E01008153,E01008153,"19,380",6,6,6,8,4,5,10,3
E01008154,E01008154,"20,751",7,5,6,8,4,6,9,6
E01008155,E01008155,"14,859",5,4,5,4,4,5,10,3
E01008156,E01008156,"28,513",9,10,9,7,7,8,8,5
E01008157,E01008157,"1,945",1,1,1,1,1,2,7,8
E01008158,E01008158,"6,974",3,3,2,2,2,3,5,8
E01008159,E01008159,"28,299",9,9,9,10,5,9,10,4
E01008160,E01008160,"16,450",6,6,6,5,4,3,9,3
E01008161,E01008161,"12,005",4,5,5,4,4,3,10,1
E01008162,E01008162,"11,206",4,4,5,5,3,1,4,9
E01008163,E01008163,"6,621",3,3,2,3,2,1,8,6
E01008164,E01008164,"2,081",1,1,1,1,1,1,6,7
E01008165,E01008165,"1,341",1,1,1,1,1,1,4,9
E01008166,E01008166,"6,148",2,3,3,3,1,3,5,4
E01008167,E01008167,"5,214",2,2,2,3,1,1,8,5
E01008168,E01035612,"6,749",3,4,4,4,1,3,6,2
E01008169,E01035610,"7,667",3,5,3,2,2,1,8,4
E01008170,E01008170,"2,092",1,1,1,2,1,1,8,5
E01008171,E01035610,"6,796",3,3,4,2,1,2,8,4
E01008172,E01008172,"13,015",4,5,4,3,3,3,6,9
E01008173,E01008173,"3,437",2,1,2,1,1,4,7,8
E01008174,E01008174,"10,264",4,3,3,7,3,3,4,8
E01008175,E01008175,"6,751",3,3,2,4,1,2,10,6
E01008176,E01008176,"18,905",6,7,5,5,4,7,4,9
E01008177,E01008177,"17,020",6,6,5,7,3,4,10,6
E01008178,E01008178,"15,209",5,5,5,4,3,3,9,8
E01008179,E01008179,"18,472",6,5,5,6,4,7,5,9
E01008180,E01008180,"2,642",1,1,1,1,1,3,6,10
E01008181,E01008181,"16,377",5,5,5,5,5,5,4,7
E01008182,E01008182,"8,457",3,3,3,2,2,6,5,10
E01008183,E01008183,"7,454",3,3,3,3,2,2,5,8
E01008184,E01008184,"26,528",9,8,7,10,5,5,8,10
E01008185,E01008185,"6,112",2,2,2,2,2,6,6,10
E01008186,E01008186,"3,479",2,1,1,2,2,3,8,7
E01008187,E01035624,"7,247",3,3,2,4,2,4,4,9
E01008188,E01008188,"22,731",7,6,6,8,5,9,6,10
E01008189,E01008189,"2,552",1,1,1,2,1,2,2,8
E01008190,E01008190,"15,337",5,5,5,6,3,2,6,9
E01008191,E01008191,"3,008",1,2,1,3,1,4,3,6
E01008192,E01008192,"6,872",3,2,2,4,1,5,7,9
E01008193,E01008193,"21,523",7,6,7,9,3,6,9,8
E01008194,E01008194,"27,572",9,9,9,8,5,7,8,8
E01008195,E01008195,"17,725",6,5,4,6,4,9,7,9
E01008196,E01008196,"16,238",5,5,4,6,3,7,6,10
E01008197,E01008197,"21,249",7,8,6,6,5,7,8,4
E01008198,E01008198,"12,470",4,3,4,4,2,7,8,9
E01008199,E01008199,"25,190",8,7,7,7,5,9,10,7
E01008200,E01008200,"27,389",9,9,9,10,7,7,3,8
E01008201,E01008201,897,1,1,1,1,1,1,4,9
E01008202,E01008202,"7,575",3,3,3,2,2,2,7,9
E01008203,E01008203,"2,510",1,1,1,2,1,1,7,4
E01008204,E01008204,688,1,1,1,1,1,1,4,8
E01008205,E01008205,"21,558",7,8,8,9,4,2,7,6
E01008206,E01008206,"14,153",5,5,4,5,3,4,6,9
E01008207,E01008207,"24,095",8,7,7,7,5,6,7,10
E01008208,E01008208,"8,451",3,3,2,4,2,4,7,7
E01008209,E01008209,"10,554",4,3,3,4,1,7,8,8
E01008210,E01008210,"4,882",2,2,2,3,1,3,8,5
E01008211,E01008211,"10,728",4,4,4,3,2,3,8,6
E01008212,E01008212,779,1,1,1,1,1,1,7,9
E01008213,E01008213,"8,227",3,3,3,4,2,2,7,9
E01008214,E01008214,375,1,1,1,1,1,1,4,9
E01008215,E01008215,"1,079",1,1,1,1,1,2,3,5
E01008216,E01008216,"2,454",1,1,1,2,1,1,8,8
E01008217,E01008217,"6,563",2,3,2,3,2,1,6,7
E01008218,E01008218,"1,342",1,1,1,1,1,1,7,8
E01008219,E01008219,"9,699",3,3,2,6,2,7,6,10
E01008220,E01008220,435,1,1,1,1,1,1,5,8
E01008221,E01008221,"3,864",2,2,1,2,1,2,7,9
E01008222,E01008222,"9,579",3,3,3,3,2,5,6,8
E01008223,E01008223,"2,834",1,1,1,1,1,3,6,9
E01008224,E01008224,"16,165",5,6,5,5,5,2,5,6
E01008225,E01008225,"13,732",5,4,3,5,3,5,8,9
E01008226,E01008226,"9,136",3,4,3,3,2,6,3,7
E01008227,E01008227,413,1,1,1,1,1,1,5,10
E01008228,E01008228,"4,789",2,2,2,2,1,1,7,7
E01008229,E01008229,"9,243",3,4,4,2,2,2,5,6
E01008230,E01008230,"8,905",3,4,4,4,2,1,6,6
E01008231,E01008231,"3,930",2,2,1,2,1,2,6,9
E01008232,E01008232,"3,238",1,2,2,1,1,2,3,9
E01008233,E01008233,"14,440",5,7,5,7,3,2,2,5
E01008234,E01008234,"25,380",8,7,7,9,7,6,7,8
E01008235,E01008235,"23,884",8,7,7,8,4,6,10,8
E01008236,E01008236,"13,681",5,3,4,9,3,3,9,8
E01008237,E01008237,"30,305",10,10,9,10,6,6,10,8
E01008238,E01008238,"27,581",9,9,8,10,7,5,10,4
E01008239,E01008239,"24,650",8,8,7,10,4,5,10,6
E01008240,E01008240,"9,103",3,4,2,3,2,4,6,8
E01008241,E01008241,"7,425",3,3,3,3,2,2,5,7
E01008242,E01008242,"6,156",2,3,2,2,1,3,6,8
E01008243,E01008243,"19,805",7,7,6,7,3,7,8,6
E01008244,E01008244,"10,871",4,3,4,4,2,3,10,6
E01008245,E01008245,"25,867",8,7,7,9,4,8,9,9
E01008246,E01008246,"14,210",5,3,4,5,4,6,6,10
E01008247,E01008247,"9,332",3,3,2,5,2,6,6,10
E01008248,E01008248,"26,604",9,9,8,9,8,7,3,7
E01008249,E01008249,"22,421",7,7,6,9,4,5,9,9
E01008250,E01008250,"16,978",6,4,3,6,4,6,10,10
E01008251,E01008251,"7,707",3,3,3,5,2,1,9,2
E01008252,E01008252,"4,184",2,2,2,3,1,1,8,3
E01008253,E01008253,"4,049",2,2,2,3,2,1,8,3
E01008254,E01008254,"3,645",2,2,2,2,1,1,9,4
E01008255,E01008255,"10,275",4,4,3,5,3,2,6,6
E01008256,E01008256,"16,171",5,5,4,5,3,7,9,7
E01008257,E01008257,742,1,1,1,2,1,1,4,8
E01008258,E01008258,"6,990",3,3,3,3,2,2,4,8
E01008259,E01008259,"2,156",1,1,1,3,1,7,2,7
E01008260,E01008260,"27,129",9,9,8,8,5,7,7,7
E01008261,E01008261,"3,665",2,2,1,2,1,3,4,8
E01008262,E01008262,"7,898",3,3,2,4,1,7,7,8
E01008263,E01008263,"6,492",2,3,2,2,1,3,7,9
E01008264,E01008264,"30,610",10,9,8,10,7,8,9,9
E01008265,E01008265,"9,479",3,4,3,4,3,3,4,9
E01008266,E01008266,"24,480",8,7,8,10,5,8,4,10
E01008267,E01008267,"12,176",4,5,3,8,1,6,8,6
E01008268,E01008268,"18,028",6,5,4,7,5,7,8,6
E01008269,E01008269,"29,931",10,10,9,9,5,10,6,10
E01008270,E01008270,"30,235",10,10,8,9,5,8,10,10
E01008271,E01008271,"30,819",10,10,8,10,5,10,9,10
E01008272,E01008272,"27,421",9,8,8,10,5,7,8,8
E01008273,E01008273,"20,021",7,6,6,8,5,6,4,10
E01008274,E01008274,"11,721",4,3,3,5,3,8,5,9
E01008275,E01008275,"29,115",9,10,9,10,5,10,3,10
E01008276,E01008276,"14,295",5,4,4,5,3,8,4,10
E01008277,E01008277,"11,410",4,4,3,2,3,4,9,10
E01008278,E01008278,"24,141",8,8,7,8,6,10,3,10
E01008279,E01008279,"21,250",7,7,5,7,3,7,9,10
E01008280,E01008280,"3,539",2,2,1,2,1,2,8,9
E01008281,E01008281,"4,248",2,2,1,2,1,2,8,8
E01008282,E01008282,"4,803",2,2,2,1,2,2,7,9
E01008283,E01008283,"22,965",7,9,7,6,5,8,3,8
E01008284,E01008284,"15,974",5,5,4,5,3,6,7,9
E01008285,E01008285,"2,541",1,2,1,1,1,3,7,9
E01008286,E01008286,"8,540",3,3,2,4,2,7,3,8
E01008287,E01008287,"24,459",8,7,7,7,4,9,8,9
E01008288,E01008288,"9,092",3,2,3,3,3,2,8,8
E01008289,E01008289,"1,985",1,1,1,1,1,2,6,9
E01008290,E01008290,"1,567",1,1,1,1,1,2,8,5
E01008291,E01008291,137,1,1,1,1,1,1,7,8
E01008292,E01008292,"26,799",9,8,8,7,6,7,10,8
E01008293,E01008293,"15,011",5,6,5,7,3,3,3,7
E01008294,E01008294,"26,280",9,7,8,8,6,8,6,10
E01008295,E01008295,"1,238",1,1,1,1,1,2,6,9
E01008296,E01008296,"5,591",2,3,2,2,2,3,3,8
E01008297,E01008297,858,1,1,1,1,1,1,8,8
E01008298,E01008298,"6,036",2,2,2,2,1,3,6,10
E01008299,E01008299,"2,458",1,1,1,1,2,1,8,8
E01008300,E01008300,"2,869",1,1,1,2,1,1,8,7
E01008301,E01008301,"3,162",1,2,2,2,1,1,4,8
E01008302,E01008302,235,1,1,1,1,1,1,6,8
E01008303,E01008303,218,1,1,1,1,1,1,7,9
E01008304,E01035622,76,1,1,1,1,1,1,5,7
E01008305,E01008305,403,1,1,1,1,1,1,4,9
E01008306,E01008306,"11,569",4,4,2,4,2,7,9,10
E01008307,E01008307,"4,767",2,2,2,2,1,4,5,9
E01008308,E01035613,"16,434",6,6,6,5,4,6,2,8
E01008309,E01008309,"32,714",10,10,10,10,8,10,10,9
E01008311,E01008311,"30,331",10,10,9,9,6,7,7,10
E01008312,E01008312,"26,094",8,8,7,9,6,5,7,10
E01008313,E01008313,"23,384",8,6,7,8,6,5,9,9
E01008314,E01008314,"18,556",6,7,7,6,3,6,5,6
E01008315,E01008315,"19,028",6,5,5,7,3,7,9,7
E01008316,E01008316,"27,064",9,9,8,9,5,9,8,6
E01008317,E01008317,"32,456",10,10,10,10,9,8,10,8
E01008318,E01008318,"7,112",3,2,3,3,2,7,7,3
E01008319,E01008319,"30,539",10,10,10,10,9,9,3,10
E01008320,E01008320,"19,716",7,5,4,6,5,8,10,8
E01008321,E01008321,"29,827",10,9,10,10,6,10,5,10
E01008322,E01008322,"29,437",9,9,7,10,6,10,10,8
E01008323,E01008323,"23,163",8,7,7,6,4,9,7,8
E01008324,E01008324,"4,219",2,2,2,1,3,1,6,9
E01008325,E01008325,"2,198",1,2,1,1,1,1,4,10
E01008326,E01008326,"23,526",8,7,6,7,4,8,9,9
E01008327,E01008327,622,1,1,1,1,1,1,2,8
E01008328,E01008328,"24,916",8,9,6,8,5,5,9,10
E01008329,E01008329,"12,595",4,4,4,3,3,4,8,10
E01008330,E01008330,"2,733",1,1,1,2,1,1,4,8
E01008331,E01008331,"1,631",1,1,1,2,1,1,5,9
E01008332,E01035619,553,1,1,1,1,1,1,6,9
E01008333,E01008333,681,1,1,1,2,1,1,6,6
E01008334,E01008334,"4,286",2,1,2,2,2,1,7,7
E01008335,E01008335,"5,278",2,2,2,2,2,1,7,8
E01008336,E01008336,"3,960",2,2,1,3,2,2,7,8
E01008337,E01008337,"4,124",2,1,1,3,1,2,7,9
E01008338,E01008338,"5,878",2,2,2,2,2,4,4,9
E01008339,E01008339,"4,708",2,2,2,2,1,4,8,8
E01008340,E01008340,843,1,1,1,1,1,2,6,9
E01008341,E01008341,"5,084",2,2,2,3,1,3,7,6
E01008342,E01008342,"17,195",6,7,5,7,3,4,6,4
