lsoa code (2011),lsoa code (2021),IMD rank,IMD dec,income,employment,EST,health and disability,crime,barriers to housing and services,living environment
E01027456,E01027456,"31,715",10,10,10,10,8,10,4,10
E01027457,E01027457,"22,886",7,9,5,9,4,3,10,10
E01027458,E01027458,"30,410",10,10,10,10,8,10,2,10
E01027460,E01027460,"30,361",10,9,9,10,6,7,8,10
E01027461,E01027461,"7,178",3,3,2,2,2,4,7,10
E01027462,E01027462,"6,691",3,2,2,2,2,6,8,10
E01027463,E01027463,"28,760",9,9,8,9,8,6,6,10
E01027464,E01027464,"29,994",10,9,10,10,9,6,4,10
E01027465,E01027465,"27,737",9,9,8,9,6,9,4,9
E01027466,E01027466,"19,399",6,5,4,6,5,9,10,10
E01027468,E01027468,"32,414",10,10,9,10,8,10,7,10
E01027469,E01027469,"32,396",10,10,9,10,9,10,6,10
E01027471,E01027471,"31,073",10,10,10,10,8,9,3,10
E01027472,E01027472,"18,940",6,8,9,9,9,10,1,2
E01027473,E01027473,"22,614",7,9,9,9,9,8,1,5
E01027474,E01027474,"13,698",5,4,3,3,4,8,10,10
E01027475,E01027475,"18,175",6,7,4,7,4,7,3,10
E01027476,E01027476,"18,659",6,6,5,6,6,8,4,6
E01027477,E01027477,"14,531",5,7,8,9,8,10,1,1
E01027478,E01027478,"21,892",7,6,6,5,5,10,9,5
E01027479,E01027479,"18,068",6,7,7,5,8,10,2,2
E01027480,E01027480,"16,088",5,8,9,9,8,10,1,1
E01027481,E01027481,"26,829",9,7,7,9,8,10,6,6
E01027482,E01027482,"29,411",9,9,8,8,7,10,6,10
E01027483,E01027483,"17,809",6,9,9,10,7,9,1,1
E01027484,E01027484,"17,158",6,8,7,6,8,9,2,1
E01027485,E01027485,"10,568",4,3,3,2,3,8,10,10
E01027486,E01027486,"21,475",7,7,8,3,5,10,9,5
E01027487,E01027487,"15,390",5,4,4,3,4,7,10,8
E01027488,E01027488,"18,272",6,7,6,6,7,9,6,1
E01027489,E01027489,"23,345",8,7,6,9,6,9,3,10
E01027490,E01027490,"18,169",6,5,5,7,4,5,9,9
E01027491,E01027491,"28,086",9,8,9,10,8,10,2,10
E01027492,E01027492,"30,806",10,9,9,10,8,8,6,9
E01027493,E01027493,"6,081",2,2,2,1,2,4,6,10
E01027494,E01027494,"30,823",10,10,8,10,9,7,7,10
E01027495,E01027495,"24,620",8,8,9,9,8,10,6,2
E01027496,E01027496,"20,298",7,6,5,8,4,7,6,10
E01027497,E01027497,"27,097",9,7,6,7,8,9,8,10
E01027498,E01027498,"12,152",4,3,3,3,3,7,8,10
E01027499,E01027499,"23,988",8,7,5,7,7,6,8,10
E01027500,E01027500,"13,504",5,4,4,3,4,6,10,10
E01027501,E01035636,"22,317",7,6,5,6,6,8,8,10
E01027502,E01035636,"26,451",9,8,7,7,5,10,7,10
E01027503,E01027503,"14,282",5,7,6,5,8,9,1,2
E01027504,E01027504,"23,842",8,10,6,10,8,9,1,7
E01027505,E01027505,"20,762",7,10,10,9,8,10,1,1
E01027506,E01035637,"16,160",5,9,9,9,7,8,1,1
E01027507,E01027507,"29,435",9,10,10,10,8,10,2,7
E01027508,E01027508,"24,771",8,7,8,7,5,8,9,6
E01027509,E01027509,"28,537",9,8,7,9,7,10,6,10
E01027510,E01027510,"20,314",7,8,9,8,8,9,1,2
E01027511,E01027511,"18,778",6,8,7,6,7,10,2,2
E01027512,E01027512,"7,010",3,5,4,4,6,7,1,1
E01027513,E01027513,"32,240",10,10,9,10,9,8,10,10
E01027514,E01027514,"21,691",7,6,5,7,6,5,9,10
E01027515,E01027515,"11,065",4,4,3,4,4,1,9,10
E01027516,E01027516,"13,787",5,5,4,6,3,2,9,10
E01027517,E01027517,"13,210",5,4,3,7,3,2,10,10
E01027518,E01027518,"2,921",1,1,1,1,2,3,8,10
E01027519,E01027519,"3,267",1,1,1,2,1,1,7,10
E01027520,E01027520,"30,645",10,9,8,9,6,10,8,10
E01027521,E01027521,"27,751",9,9,9,9,7,6,3,10
E01027522,E01027522,"5,209",2,2,1,3,2,3,5,10
E01027523,E01027523,"9,856",4,4,4,3,3,1,10,10
E01027524,E01027524,"13,626",5,5,3,5,2,5,10,9
E01027525,E01027525,"9,050",3,4,2,5,2,3,5,10
E01027526,E01027526,"27,518",9,10,8,9,5,8,3,10
E01027527,E01027527,"2,425",1,1,1,1,1,2,8,10
E01027528,E01027528,"3,883",2,2,1,2,2,1,10,9
E01027529,E01027529,"12,550",4,5,4,5,3,1,10,9
E01027530,E01027530,"5,396",2,2,2,1,2,5,9,10
E01027531,E01027531,"8,643",3,3,2,3,2,4,10,10
E01027532,E01027532,"17,005",6,5,4,5,5,2,10,10
E01027533,E01027533,693,1,1,1,1,1,2,8,10
E01027534,E01027534,"4,106",2,2,1,2,1,3,9,10
E01027535,E01027535,"25,583",8,9,6,7,5,6,10,10
E01027536,E01027536,"16,510",6,5,5,6,3,7,3,10
E01027537,E01027537,"6,822",3,2,1,3,2,4,10,10
E01027538,E01027538,"28,189",9,10,8,7,7,7,5,10
E01027539,E01027539,"1,243",1,1,1,2,1,1,9,9
E01027540,E01027540,"1,056",1,1,1,1,1,1,3,10
E01027541,E01027541,"5,114",2,3,1,2,2,2,2,10
E01027542,E01027542,"1,124",1,1,1,1,1,2,1,10
E01027543,E01027543,"2,563",1,1,1,2,1,1,3,10
E01027544,E01027544,"8,867",3,3,2,3,3,4,6,8
E01027545,E01027545,"1,248",1,1,1,1,1,1,9,10
E01027546,E01027546,"2,543",1,1,1,2,2,1,10,10
E01027549,E01027549,"25,714",8,10,7,7,7,6,3,10
E01027550,E01027550,"9,602",3,4,2,3,2,4,8,10
E01027551,E01027551,"6,144",2,2,2,2,2,3,9,10
E01027552,E01027552,"4,187",2,2,2,3,2,1,2,6
E01027553,E01027553,"14,380",5,5,4,4,3,4,6,9
E01027554,E01027554,"21,016",7,7,4,7,5,5,9,10
E01027555,E01027555,"30,238",10,9,10,10,10,10,8,3
E01027556,E01027556,"23,934",8,8,8,9,9,9,5,1
E01027557,E01027557,"18,172",6,10,10,9,10,10,1,1
E01027558,E01027558,"23,021",8,8,7,7,8,8,4,2
E01027559,E01027559,"18,727",6,6,5,5,6,10,10,3
E01027560,E01027560,"19,662",6,7,7,7,9,9,1,2
E01027561,E01027561,"31,329",10,9,9,10,10,10,7,6
E01027562,E01027562,"18,903",6,9,9,9,10,9,1,1
E01027563,E01027563,"24,091",8,6,6,7,7,10,10,5
E01027564,E01027564,"15,855",5,5,5,4,4,8,10,3
E01027565,E01027565,"30,629",10,10,9,8,9,10,9,6
E01027566,E01027566,"23,734",8,8,8,5,7,10,10,2
E01027567,E01027567,"29,144",9,9,9,9,9,10,8,3
E01027568,E01027568,"25,264",8,8,8,7,9,10,10,2
E01027569,E01027569,"20,113",7,9,10,8,9,10,1,1
E01027570,E01027570,"19,702",6,8,6,6,7,10,6,1
E01027571,E01027571,"20,302",7,9,7,7,9,10,1,2
E01027572,E01027572,"19,608",6,6,6,6,7,10,9,2
E01027573,E01027573,"19,505",6,7,7,7,7,10,2,2
E01027574,E01027574,"28,305",9,10,7,9,8,10,7,5
E01027575,E01027575,"26,372",9,7,8,5,7,10,9,6
E01027576,E01027576,"31,776",10,9,10,10,9,8,7,8
E01027577,E01027577,"27,995",9,8,8,10,9,8,10,3
E01027578,E01027578,"17,199",6,7,7,4,6,6,10,1
E01027579,E01027579,"6,484",2,2,2,2,3,4,9,5
E01027580,E01027580,"5,522",2,2,2,1,2,5,8,9
E01027581,E01034956,"12,757",4,4,4,4,6,7,8,2
E01027582,E01027582,"15,766",5,5,5,3,5,10,5,3
E01027583,E01027583,"26,379",9,9,7,7,6,9,10,5
E01027584,E01027584,"17,518",6,5,5,6,4,7,8,4
E01027585,E01027585,"21,783",7,9,9,9,8,10,1,4
E01027586,E01027586,"24,985",8,9,9,9,9,10,6,1
E01027587,E01027587,"21,937",7,5,5,5,6,9,10,10
E01027588,E01027588,"28,917",9,8,9,6,7,9,9,7
E01027589,E01027589,"27,309",9,7,8,7,9,9,6,9
E01027590,E01027590,"14,138",5,5,5,6,5,4,3,4
E01027591,E01027591,"24,379",8,9,10,9,10,10,2,2
E01027592,E01027592,"22,288",7,10,8,8,10,10,1,3
E01027593,E01027593,"21,166",7,9,9,8,9,10,3,1
E01027594,E01027594,"14,875",5,4,5,2,4,9,7,7
E01027595,E01027595,"29,766",10,9,8,7,9,10,9,6
E01027596,E01027596,"31,018",10,9,8,9,9,10,8,8
E01027597,E01027597,"27,861",9,9,8,9,9,7,5,6
E01027598,E01027598,"32,163",10,10,9,9,9,10,9,9
E01027599,E01027599,"14,485",5,3,3,3,5,8,10,9
E01027600,E01027600,"21,665",7,9,9,8,10,10,1,2
E01027601,E01027601,"21,502",7,8,8,8,10,10,3,1
E01027603,E01027603,"24,204",8,7,7,6,8,10,4,6
E01027604,E01027604,"20,808",7,9,9,8,9,10,1,2
E01027605,E01027605,"23,406",8,6,6,7,5,9,10,6
E01027606,E01027606,"31,435",10,9,8,9,8,10,9,10
E01027607,E01027607,"32,332",10,10,9,9,10,10,7,10
E01027608,E01027608,"15,438",5,5,5,2,5,7,10,6
E01027609,E01027609,"10,548",4,3,4,1,5,5,7,10
E01027610,E01027610,"16,462",6,5,5,2,5,8,8,6
E01027611,E01034962,"22,447",7,6,6,5,7,9,6,10
E01027612,E01027612,"9,448",3,3,3,1,3,7,6,10
E01027613,E01027613,"17,566",6,9,10,8,10,10,1,1
E01027614,E01027614,"30,510",10,9,7,8,9,10,10,10
E01027615,E01027615,"32,792",10,10,10,10,10,10,9,10
E01027616,E01027616,"19,548",6,5,4,5,6,9,10,9
E01027617,E01027617,"24,679",8,8,9,8,9,10,3,2
E01027618,E01027618,"30,707",10,10,9,10,10,10,4,6
E01027619,E01027619,"28,384",9,10,10,8,9,10,2,6
E01027620,E01027620,"25,422",8,7,9,7,10,9,10,2
E01027621,E01034960,"24,966",8,7,6,5,8,10,8,9
E01027622,E01027622,"19,750",7,10,9,7,10,10,1,1
E01027623,E01027623,"32,383",10,10,9,10,9,10,10,8
E01027624,E01027624,"32,119",10,10,9,10,9,10,6,10
E01027625,E01027625,"10,107",4,2,3,2,5,7,10,8
E01027626,E01027626,"21,410",7,8,6,9,9,7,1,7
E01027627,E01027627,"20,246",7,9,10,9,10,10,1,2
E01027628,E01027628,"17,166",6,8,9,6,10,10,1,1
E01027629,E01027629,"8,652",3,3,2,1,6,7,9,7
E01027630,E01027630,"14,982",5,5,5,3,5,6,8,3
E01027631,E01027631,"27,835",9,9,8,6,7,8,7,8
E01027632,E01027632,"27,066",9,8,8,6,8,9,6,7
E01027633,E01027633,"21,161",7,10,10,9,10,10,1,2
E01027634,E01027634,"26,082",8,9,9,9,9,10,2,4
E01027635,E01027635,"24,727",8,9,10,5,10,10,2,4
E01027636,E01027636,"16,851",6,9,9,7,10,10,1,1
E01027637,E01027637,"17,871",6,9,10,8,10,10,1,1
E01027638,E01027638,"30,684",10,8,9,8,9,9,10,7
E01027639,E01027639,"31,273",10,10,9,8,9,10,7,9
E01027640,E01027640,"25,098",8,7,7,6,7,9,10,5
E01027641,E01027641,"32,624",10,10,10,9,9,10,7,10
E01027642,E01027642,"27,906",9,10,10,10,9,10,1,6
E01027643,E01027643,"22,251",7,7,9,8,9,9,1,4
E01027644,E01027644,"23,595",8,7,8,7,8,6,5,5
E01027645,E01027645,"24,370",8,7,7,5,8,7,9,6
E01027646,E01027646,"22,642",7,9,10,9,9,10,1,2
E01027647,E01027647,"21,138",7,9,9,9,10,10,1,2
E01027648,E01027648,"18,826",6,5,5,6,5,7,8,6
E01027649,E01027649,"16,049",5,5,5,4,5,6,5,5
E01027650,E01027650,"21,927",7,7,6,7,6,5,8,6
E01027651,E01027651,"7,832",3,2,3,2,2,4,6,8
E01027652,E01027652,"28,232",9,9,8,10,9,10,4,5
E01027653,E01027653,"23,424",8,7,5,9,6,9,5,9
E01027654,E01027654,"29,675",10,10,10,10,10,10,1,9
E01027655,E01027655,"29,629",10,9,10,10,9,8,3,5
E01027656,E01027656,"23,448",8,7,6,10,7,8,6,4
E01027657,E01027657,"20,312",7,7,8,7,7,9,9,1
E01027658,E01027658,"22,646",7,7,7,7,8,8,8,2
E01027659,E01027659,"18,816",6,6,5,8,7,7,9,2
E01027660,E01027660,"29,915",10,8,8,9,8,9,8,9
E01027661,E01027661,"20,946",7,6,6,5,7,6,5,8
E01027662,E01027662,"32,708",10,10,10,10,10,10,7,9
E01027663,E01027663,"30,155",10,9,8,7,9,10,7,9
E01027664,E01034963,"23,254",8,10,8,5,8,10,2,5
E01027665,E01027665,"27,257",9,9,8,10,7,10,5,3
E01027666,E01027666,"21,453",7,8,10,9,9,10,1,1
E01027667,E01027667,"20,977",7,9,8,9,9,7,1,2
E01027668,E01027668,"23,042",8,6,7,6,5,10,8,7
E01027669,E01027669,"17,891",6,5,5,5,4,8,8,5
E01027670,E01027670,"31,358",10,10,9,9,9,10,5,8
E01027671,E01027671,"32,303",10,10,9,10,9,10,6,9
E01027672,E01027672,"27,351",9,9,7,9,7,10,4,7
E01027673,E01027673,"20,270",7,6,6,8,7,7,9,2
E01027674,E01027674,"29,653",10,10,10,10,8,10,2,10
E01027675,E01027675,"31,971",10,10,9,9,10,10,8,7
E01027676,E01027676,"14,008",5,5,5,2,4,9,8,6
E01027677,E01027677,"23,681",8,8,7,10,7,4,6,5
E01027678,E01027678,"13,392",5,5,4,7,4,5,7,2
E01027679,E01027679,"29,231",9,9,9,10,9,4,9,7
E01027680,E01027680,"22,168",7,6,7,9,6,7,7,2
E01027681,E01027681,"19,858",7,7,10,6,9,10,1,2
E01027682,E01027682,"23,791",8,10,9,8,9,10,2,2
E01027683,E01027683,"32,706",10,10,10,10,10,10,8,10
E01027684,E01027684,"19,928",7,8,8,8,9,10,1,3
E01027685,E01027685,"24,373",8,7,7,6,7,10,10,5
E01027686,E01027686,"17,288",6,9,8,8,9,10,1,1
E01027687,E01027687,"27,285",9,9,10,7,9,9,3,6
E01027688,E01027688,"25,249",8,9,8,8,8,10,2,4
E01027689,E01027689,"19,498",6,5,6,4,7,7,9,6
E01027690,E01027690,"26,356",9,8,6,8,6,9,10,6
E01027691,E01027691,"24,772",8,7,8,8,7,5,9,5
E01027692,E01027692,"19,073",6,6,6,6,6,8,9,3
E01027693,E01027693,"25,218",8,10,10,9,10,10,2,2
E01027694,E01027694,"24,486",8,7,10,8,9,10,2,5
E01027695,E01027695,"23,792",8,9,9,8,9,10,2,3
E01027696,E01027696,"22,610",7,10,10,9,10,10,1,2
E01027697,E01027697,"30,975",10,9,9,10,9,10,10,5
E01027698,E01027698,"32,791",10,10,10,10,10,10,10,9
E01027699,E01027699,"32,843",10,10,10,10,10,10,9,9
E01027700,E01027700,"32,732",10,10,10,10,9,10,8,9
E01027701,E01027701,"17,134",6,9,10,7,9,10,1,1
E01027702,E01027702,"23,783",8,6,6,5,7,10,10,7
E01027703,E01027703,"19,624",6,9,10,8,9,8,1,2
E01027704,E01027704,"27,348",9,9,10,10,9,10,5,2
E01027705,E01027705,"19,273",6,6,5,5,6,8,6,5
E01027706,E01027706,"14,602",5,4,5,3,5,5,9,5
E01027707,E01027707,"22,585",7,7,7,6,7,6,5,5
E01027708,E01027708,"27,246",9,8,8,7,6,8,8,8
E01027709,E01027709,"30,668",10,10,9,8,8,7,8,9
E01027710,E01027710,"11,241",4,4,4,2,3,6,6,9
E01027711,E01027711,"15,601",5,5,6,2,4,6,9,7
E01027712,E01027712,"31,373",10,9,9,8,10,10,5,10
E01027713,E01027713,"22,685",7,7,6,9,8,5,9,4
E01027714,E01027714,"26,999",9,7,7,8,8,9,8,6
E01027715,E01027715,"32,281",10,9,10,8,9,10,10,8
E01027716,E01027716,"32,183",10,10,10,10,10,10,3,10
E01027717,E01027717,"31,365",10,10,10,10,9,10,9,4
E01027718,E01027718,"31,352",10,9,9,10,10,10,5,10
E01027719,E01027719,"31,383",10,10,9,10,9,10,5,10
E01027720,E01027720,"17,506",6,5,5,3,7,6,8,7
E01027721,E01027721,"31,410",10,10,10,9,9,10,4,10
E01027722,E01027722,"31,533",10,10,10,9,10,10,3,9
E01027723,E01027723,"11,505",4,3,3,2,4,8,9,8
E01027724,E01027724,"21,264",7,10,10,10,10,10,1,1
E01027725,E01027725,"28,810",9,8,9,8,9,9,10,4
E01027726,E01027726,"18,731",6,6,5,5,6,7,8,4
E01027727,E01027727,"22,494",7,7,7,6,6,8,8,4
E01027728,E01027728,"19,710",7,7,6,4,6,7,6,6
E01027729,E01027729,"13,910",5,5,5,3,4,6,9,3
E01027730,E01027730,"30,679",10,9,9,10,10,9,8,4
E01027731,E01027731,"29,894",10,9,9,10,8,10,10,3
E01027732,E01027732,"31,579",10,10,9,10,9,8,9,5
E01027733,E01027733,"32,403",10,9,10,10,9,8,9,8
E01027734,E01027734,"17,073",6,10,10,10,10,9,1,1
E01027735,E01027735,"18,021",6,10,9,9,10,8,1,1
E01027736,E01027736,"18,329",6,8,9,8,9,10,1,1
E01027737,E01027737,"27,140",9,10,10,7,9,10,2,5
E01027738,E01027738,"21,065",7,6,6,5,7,7,10,3
E01027739,E01027739,"20,401",7,8,7,7,6,7,10,1
E01027740,E01027740,"2,060",1,1,1,2,1,4,6,4
E01027741,E01027741,"19,265",6,6,5,4,5,9,8,9
E01027742,E01027742,"20,837",7,9,9,7,10,10,2,1
E01027743,E01027743,"21,043",7,8,6,8,9,8,2,4
E01027744,E01027744,"18,100",6,9,8,7,9,10,1,2
E01027745,E01027745,"26,535",9,8,8,8,8,10,6,5
E01027746,E01027746,"25,874",8,7,7,7,5,10,8,8
E01027747,E01027747,"28,452",9,9,10,3,10,10,5,8
E01027748,E01027748,"23,082",8,7,5,4,6,10,10,10
E01027749,E01027749,"7,731",3,3,3,1,3,4,7,10
E01027750,E01034967,"25,932",8,8,8,4,8,10,5,10
E01027751,E01027751,"26,691",9,9,9,9,9,9,2,6
E01027752,E01027752,"16,687",6,8,8,7,9,10,1,2
E01027753,E01027753,"25,519",8,9,10,4,10,10,7,2
E01027754,E01034965,"25,470",8,9,9,4,8,8,5,8
E01027756,E01027756,"20,022",7,7,7,7,9,10,1,4
E01027758,E01027758,"18,604",6,10,10,9,10,10,1,1
E01027759,E01027759,"24,439",8,8,8,8,9,9,3,5
E01027760,E01027760,"20,259",7,8,9,4,9,9,2,3
E01027761,E01027761,"23,223",8,9,8,8,9,9,2,2
E01027762,E01027762,"20,834",7,9,8,8,10,10,1,3
E01027763,E01027763,"17,602",6,9,10,6,9,10,1,1
E01027764,E01027764,"17,197",6,7,8,7,8,10,1,1
E01027765,E01027765,"26,527",9,7,6,6,8,10,9,9
E01027766,E01027766,"20,525",7,5,5,7,6,10,8,6
E01027767,E01027767,"29,522",9,8,7,7,8,10,9,9
E01027768,E01027768,"31,762",10,10,9,10,8,10,6,10
E01027769,E01027769,"17,125",6,4,5,5,8,8,3,10
E01027770,E01027770,"16,770",6,6,4,7,6,8,7,2
E01027771,E01027771,"23,777",8,10,10,2,7,10,3,10
E01027772,E01027772,"21,326",7,7,8,7,7,10,1,10
E01027773,E01027773,"15,894",5,9,9,7,9,10,1,1
E01027774,E01027774,"18,970",6,9,10,6,9,8,1,1
E01027775,E01027775,"18,784",6,9,9,4,8,10,2,1
E01027776,E01027776,"16,055",5,8,9,7,8,10,1,1
E01027777,E01027777,"14,942",5,8,10,8,9,10,1,1
E01027778,E01027778,"16,232",5,8,8,8,9,10,1,1
E01027779,E01027779,"10,658",4,6,6,5,7,9,1,1
E01027780,E01027780,"18,127",6,9,9,6,9,10,1,1
E01027781,E01027781,"21,452",7,5,5,5,6,10,10,7
E01027782,E01027782,"26,518",9,8,9,8,9,10,10,1
E01027783,E01027783,"25,640",8,8,9,5,9,10,4,4
E01027784,E01027784,"18,975",6,4,5,5,6,10,9,5
E01027785,E01034970,"13,918",5,4,4,3,5,7,10,3
E01027786,E01027786,"30,537",10,9,9,9,8,10,6,7
E01027787,E01027787,"10,138",4,3,3,2,4,9,8,4
E01027788,E01027788,"20,979",7,6,6,4,7,10,6,8
E01027789,E01034971,"14,195",5,4,5,3,5,8,6,5
E01027790,E01027790,"16,504",6,5,5,4,7,6,10,2
E01027791,E01027791,"28,514",9,9,9,6,8,10,5,8
E01027792,E01027792,"27,459",9,8,8,7,9,9,10,4
E01027793,E01027793,"16,276",5,5,4,4,6,10,6,4
E01027794,E01027794,"28,256",9,7,7,7,9,10,8,8
E01027795,E01027795,"10,805",4,3,3,2,5,9,8,3
E01027796,E01027796,"15,813",5,6,6,4,7,10,3,1
E01027797,E01027797,"18,689",6,8,9,7,9,10,1,2
E01027798,E01027798,"15,462",5,5,5,4,7,10,5,2
E01027799,E01027799,"22,469",7,9,9,9,9,10,1,2
E01027800,E01027800,"15,125",5,7,9,7,9,10,1,1
E01027801,E01027801,"24,919",8,8,8,6,8,10,6,3
E01027802,E01027802,"15,917",5,8,8,6,9,10,1,1
E01027803,E01027803,"12,855",4,6,6,4,8,10,1,2
E01027804,E01027804,702,1,1,1,1,1,1,7,1
E01027805,E01027805,"2,566",1,2,1,1,2,1,8,1
E01027806,E01027806,574,1,1,1,1,1,1,6,1
E01027807,E01027807,"15,544",5,6,4,6,3,8,3,7
E01027808,E01027808,"23,283",8,7,5,6,5,10,10,9
E01027809,E01027809,"19,117",6,6,6,5,5,10,2,9
E01027810,E01027810,"9,801",3,4,5,2,4,4,10,1
E01027811,E01027811,"10,682",4,5,4,2,4,6,10,1
E01027812,E01027812,"4,565",2,3,2,2,3,1,9,1
E01027813,E01027813,"12,424",4,5,5,8,5,10,2,1
E01027814,E01027814,"21,294",7,7,7,6,5,10,5,3
E01027815,E01027815,"23,272",8,8,8,5,6,10,8,3
E01027816,E01027816,"22,297",7,6,6,5,5,10,7,9
E01027817,E01027817,"2,258",1,1,1,1,1,4,6,7
E01027818,E01027818,"12,826",4,4,4,3,3,7,9,6
E01027819,E01027819,243,1,1,1,1,1,2,4,8
E01027820,E01027820,"2,257",1,1,1,1,2,7,6,8
E01027821,E01027821,"19,680",6,9,8,6,7,10,2,2
E01027822,E01027822,"14,349",5,7,6,5,6,10,2,1
E01027823,E01027823,"14,419",5,4,3,4,3,10,10,6
E01027824,E01027824,"6,442",2,2,2,6,1,8,3,9
E01027825,E01027825,"4,056",2,2,2,1,2,5,6,3
E01027826,E01027826,"13,381",5,4,4,4,4,8,9,2
E01027827,E01027827,"5,186",2,3,1,2,3,6,9,1
E01027828,E01027828,"14,921",5,5,3,3,4,10,8,8
E01027829,E01027829,"14,938",5,6,3,3,3,8,9,7
E01027830,E01027830,"8,505",3,3,3,2,3,7,5,7
E01027831,E01034973,"15,695",5,7,7,6,3,9,2,2
E01027832,E01034973,"11,688",4,6,5,3,4,9,3,1
E01027833,E01027833,"8,605",3,4,3,4,4,4,1,2
E01027834,E01027834,"19,639",6,5,6,4,4,9,8,9
E01027835,E01027835,"13,662",5,5,5,4,5,8,2,3
E01027836,E01027836,"25,581",8,8,9,7,5,9,9,4
E01027837,E01027837,"5,992",2,2,2,1,1,9,7,9
E01027838,E01027838,"24,730",8,8,8,7,5,10,5,5
E01027839,E01027839,"24,645",8,8,7,5,5,10,8,6
E01027840,E01027840,"10,283",4,4,3,3,4,9,5,1
E01027841,E01027841,"12,722",4,8,7,5,6,9,1,1
E01027842,E01027842,"15,815",5,5,4,4,5,6,8,6
E01027843,E01027843,"11,852",4,3,3,5,2,9,10,5
E01027844,E01027844,"27,608",9,10,7,8,5,9,9,7
E01027845,E01027845,"28,737",9,8,7,9,6,10,10,8
E01027846,E01034974,"6,252",2,3,3,3,2,3,8,1
E01027847,E01027847,585,1,1,1,1,1,2,5,1
E01027848,E01034974,"24,115",8,7,7,8,5,10,4,8
E01027849,E01027849,"17,301",6,7,4,7,3,4,9,8
E01027850,E01027850,"5,682",2,2,2,2,2,4,6,6
E01027851,E01027851,"14,546",5,5,5,5,5,5,9,2
E01027852,E01027852,"3,438",2,2,2,4,1,4,7,1
E01027853,E01027853,"9,037",3,4,3,3,2,4,6,2
E01027854,E01027854,"5,399",2,3,2,4,2,4,6,1
E01027855,E01027855,"30,526",10,10,8,9,7,9,8,10
E01027856,E01027856,"23,455",8,7,6,9,4,10,8,10
E01027857,E01027857,"15,253",5,8,8,9,6,10,1,1
E01027858,E01027858,"21,002",7,8,6,7,4,10,2,9
E01027859,E01027859,"26,870",9,8,8,6,6,10,5,8
E01027860,E01027860,"20,635",7,7,6,4,5,9,6,6
E01027861,E01027861,"8,054",3,3,3,4,2,4,9,2
E01027862,E01027862,"8,995",3,3,3,4,3,5,9,1
E01027863,E01027863,"21,536",7,6,7,6,5,6,5,10
E01027864,E01027864,"4,898",2,2,3,1,2,6,3,4
E01027865,E01027865,"6,929",3,3,3,3,2,4,7,1
E01027866,E01027866,"12,337",4,4,5,2,4,8,3,6
E01027867,E01027867,"21,816",7,8,6,7,6,10,2,8
E01027868,E01027868,"16,318",5,5,4,7,3,8,8,4
E01027869,E01034972,"2,581",1,2,1,3,1,2,6,1
E01027870,E01034972,"10,410",4,4,3,5,3,4,8,2
E01027871,E01027871,"16,229",5,5,3,5,4,9,9,7
E01027872,E01027872,"3,692",2,2,1,1,2,3,3,7
E01027873,E01027873,"17,630",6,6,5,5,4,9,2,9
E01027874,E01027874,391,1,1,1,1,1,3,3,9
E01027875,E01027875,"26,120",8,10,10,9,10,10,2,3
E01027876,E01027876,"24,502",8,8,8,4,8,7,4,10
E01027877,E01027877,"20,120",7,7,7,3,6,9,3,8
E01027878,E01027878,"17,024",6,5,4,4,6,7,8,5
E01027879,E01027879,"29,048",9,9,8,6,6,10,10,9
E01027880,E01027880,"32,647",10,10,9,9,10,10,10,10
E01027881,E01027881,"16,931",6,4,3,4,6,9,7,10
E01027882,E01027882,"28,582",9,9,8,8,9,9,4,6
E01027883,E01027883,"17,993",6,5,5,5,7,7,3,7
E01027884,E01027884,"16,406",5,6,5,4,6,8,1,7
E01027885,E01027885,"29,049",9,8,8,6,8,9,10,9
E01027886,E01027886,"25,082",8,9,9,8,8,10,4,2
E01027887,E01027887,"28,790",9,9,7,9,8,10,8,5
E01027888,E01027888,"22,607",7,9,9,8,8,9,1,5
E01027889,E01027889,"16,281",5,6,4,3,6,8,3,9
E01027890,E01027890,"22,620",7,8,8,5,9,9,2,6
E01027891,E01027891,"26,079",8,8,7,7,8,7,5,9
E01027892,E01027892,"14,629",5,4,4,3,7,6,9,6
E01027893,E01027893,"30,536",10,9,9,7,10,10,5,9
E01027894,E01027894,"27,930",9,8,7,6,8,10,10,9
E01027895,E01027895,"23,516",8,7,7,7,8,8,3,9
E01027896,E01027896,"25,565",8,6,6,6,8,9,10,8
E01027897,E01027897,"26,558",9,10,9,7,10,8,2,6
E01027898,E01034977,"29,832",10,8,9,8,9,8,10,6
E01027899,E01027899,"31,108",10,8,9,9,9,10,9,6
E01027900,E01027900,"29,515",9,9,9,9,10,10,4,6
E01027901,E01027901,"32,449",10,10,9,8,10,10,10,9
E01027902,E01027902,"18,577",6,6,6,8,7,10,1,5
E01027903,E01027903,"28,224",9,10,9,9,9,10,3,4
E01027904,E01027904,"26,536",9,9,9,8,9,10,2,4
E01027905,E01034979,"10,843",4,3,4,2,5,3,9,5
E01027906,E01027906,"9,533",3,3,3,1,4,6,5,9
E01027907,E01027907,"2,687",1,1,1,1,2,5,8,10
E01027908,E01027908,"9,732",3,3,3,2,3,3,10,6
E01027909,E01027909,"6,628",3,3,3,1,3,2,9,3
E01027910,E01034981,"12,451",4,3,4,2,5,5,9,6
E01027911,E01034984,"19,165",6,6,4,5,6,8,9,5
E01027912,E01034984,"30,439",10,9,9,6,9,10,10,8
E01027913,E01027913,"28,297",9,10,8,8,9,10,3,7
